SITE_CODE,SITE_NAME,HABITAT_CODE,HABITAT_PRIORITY,HABITAT_DESCRIPTION,HABITAT_COVER_HA,HABITAT_REPRESENTATIVITY,HABITAT_RELATIVE_SURFACE,HABITAT_CONSERVATION,HABITAT_GLOBAL
IT3120046,Prati di Monte,7150,,Depressioni su substrati torbosi del Rhynchosporion,0.19,B - good,C (2% >= p > 0%),B - Good,B - Good
IT3120047,Paluda La Lot,91D0,,Torbiere boscate,1.05,B - good,C (2% >= p > 0%),B - Good,B - Good
IT3120047,Paluda La Lot,6230,,"Formazioni erbose a Nardus, ricche di specie, su substrato siliceo delle zone montane (e delle zone submontane dell'Europa continentale)",0.37,B - good,C (2% >= p > 0%),B - Good,C - Significant
IT3120047,Paluda La Lot,9410,,Foreste acidofile montane e alpine di Picea (Vaccinio-Piceetea),3.58,B - good,C (2% >= p > 0%),B - Good,B - Good
IT3120047,Paluda La Lot,6410,,"Praterie con Molinia su terreni calcarei, torbosi o argilloso-limosi (Molinion caeruleae)",0.01,D - non significant,,,
IT3120047,Paluda La Lot,7110,,Torbiere alte attive,0.47,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT3120047,Paluda La Lot,7140,,Torbiere di transizione e instabili,0.41,B - good,C (2% >= p > 0%),B - Good,B - Good
IT3120048,Laghetto di Vedes,6410,,"Praterie con Molinia su terreni calcarei, torbosi o argilloso-limosi (Molinion caeruleae)",0.01,D - non significant,,,
IT3120048,Laghetto di Vedes,7110,,Torbiere alte attive,0.7,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT3120048,Laghetto di Vedes,9410,,Foreste acidofile montane e alpine di Picea (Vaccinio-Piceetea),4.68,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT3120048,Laghetto di Vedes,3160,,Laghi e stagni distrofici naturali,0.12,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT3120048,Laghetto di Vedes,91D0,,Torbiere boscate,2.32,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT3120048,Laghetto di Vedes,7150,,Depressioni su substrati torbosi del Rhynchosporion,0.32,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT3120048,Laghetto di Vedes,7140,,Torbiere di transizione e instabili,0.1,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT3120049,Lona - Lases,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,1.03,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT3120049,Lona - Lases,4030,,Lande secche europee,0.06,B - good,C (2% >= p > 0%),B - Good,B - Good
IT3120049,Lona - Lases,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",0.2,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT3120049,Lona - Lases,91E0,,,0.24,A - excellent,C (2% >= p > 0%),B - Good,B - Good
IT3120049,Lona - Lases,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",0.45,A - excellent,C (2% >= p > 0%),B - Good,B - Good
IT3120049,Lona - Lases,7140,,Torbiere di transizione e instabili,0.51,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT3120049,Lona - Lases,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,0.01,D - non significant,,,
IT3120049,Lona - Lases,9410,,Foreste acidofile montane e alpine di Picea (Vaccinio-Piceetea),1.09,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT3120049,Lona - Lases,8110,,Ghiaioni silicei dei piani montano fino a nivale (Androsacetalia alpinae e Galeopsietalia ladani),2.85,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310013,Mombaroccio,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,1.22,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5310013,Mombaroccio,91AA,,Boschi orientali di quercia bianca,297.96,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310013,Mombaroccio,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",1.96,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310013,Mombaroccio,92A0,,Foreste a galleria di Salix alba e Populus alba,95.65,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310013,Mombaroccio,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),57.0,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310014,Valle Avellana,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,7.29,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310014,Valle Avellana,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,0.35,B - good,B (15% >= p > 2%),B - Good,B - Good
IT5310014,Valle Avellana,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),45.31,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5310014,Valle Avellana,91AA,,Boschi orientali di quercia bianca,136.1,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5310014,Valle Avellana,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",1.04,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT5310014,Valle Avellana,92A0,,Foreste a galleria di Salix alba e Populus alba,48.77,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5310015,Tavernelle sul Metauro,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,21.41,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310015,Tavernelle sul Metauro,3260,,Fiumi delle pianure e montani con vegetazione del Ranunculion fluitantis e Callitricho- Batrachion.,0.87,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT5310015,Tavernelle sul Metauro,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",14.14,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310015,Tavernelle sul Metauro,91E0,,,0.17,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5310015,Tavernelle sul Metauro,92A0,,Foreste a galleria di Salix alba e Populus alba,256.76,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5310015,Tavernelle sul Metauro,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,0.99,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310015,Tavernelle sul Metauro,91AA,,Boschi orientali di quercia bianca,46.71,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5310016,Gola del Furlo,9340,,Foreste di Quercus ilex e Quercus rotundifolia,227.01,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310016,Gola del Furlo,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,33.65,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310016,Gola del Furlo,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),393.14,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310016,Gola del Furlo,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,1.84,B - good,B (15% >= p > 2%),B - Good,B - Good
IT5310016,Gola del Furlo,6510,,"Praterie magre da fieno a bassa altitudine (Alopecurus pratensis, Sanguisorba officinalis)",8.26,C - significant,C (2% >= p > 0%),B - Good,C - Significant
IT5310016,Gola del Furlo,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,152.97,B - good,B (15% >= p > 2%),B - Good,B - Good
IT5310016,Gola del Furlo,91AA,,Boschi orientali di quercia bianca,334.1,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310016,Gola del Furlo,8310,,Grotte non ancora sfruttate a livello turistico,30.59,A - excellent,C (2% >= p > 0%),B - Good,C - Significant
IT5310016,Gola del Furlo,9210,,Faggeti degli Appennini con Taxus e Ilex,44.36,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310016,Gola del Furlo,8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,91.78,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5310016,Gola del Furlo,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,32.74,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310016,Gola del Furlo,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",1.84,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310016,Gola del Furlo,8210,,Pareti rocciose calcaree con vegetazione casmofitica,2.14,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5310016,Gola del Furlo,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,35.18,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310016,Gola del Furlo,92A0,,Foreste a galleria di Salix alba e Populus alba,35.8,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,8210,,Pareti rocciose calcaree con vegetazione casmofitica,76.66,B - good,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,9340,,Foreste di Quercus ilex e Quercus rotundifolia,68.51,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,91AA,,Boschi orientali di quercia bianca,387.4,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,16.31,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,117.44,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,9210,,Faggeti degli Appennini con Taxus e Ilex,568.46,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),1762.46,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,8310,,Grotte non ancora sfruttate a livello turistico,163.12,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,92A0,,Foreste a galleria di Salix alba e Populus alba,22.84,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,130.49,A - excellent,C (2% >= p > 0%),B - Good,A - Excellent
IT5310017,Monte Nerone - Gola di Gorgo a Cerbara,8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,407.79,A - excellent,C (2% >= p > 0%),B - Good,A - Excellent
IT5310018,Serre del Burano,6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),194.17,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310018,Serre del Burano,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,37.2,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310018,Serre del Burano,91AA,,Boschi orientali di quercia bianca,0.001,D - non significant,,,
IT5310018,Serre del Burano,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,4.09,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310018,Serre del Burano,91L0,,Querceti di rovere illirici (Erythronio-Carpinion),21.57,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310018,Serre del Burano,9210,,Faggeti degli Appennini con Taxus e Ilex,255.91,B - good,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5310018,Serre del Burano,92A0,,Foreste a galleria di Salix alba e Populus alba,13.02,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310018,Serre del Burano,4030,,Lande secche europee,185.98,B - good,B (15% >= p > 2%),B - Good,B - Good
IT5310018,Serre del Burano,9260,,Boschi di Castanea sativa,37.2,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",6110,,Formazioni erbose rupicole calcicole o basofile dell'Alysso-Sedion albi,105.7,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",9180,,"Foreste di versanti, ghiaioni e valloni del Tilio-Acerion",14.61,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5310019,"Monte Catria, Monte Acuto",92A0,,Foreste a galleria di Salix alba e Populus alba,36.95,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",6210,1.0,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),947.97,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",9340,,Foreste di Quercus ilex e Quercus rotundifolia,372.96,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",6170,,Formazioni erbose calcicole alpine e subalpine,325.7,B - good,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5310019,"Monte Catria, Monte Acuto",8120,,Ghiaioni calcarei e scisto-calcarei montani e alpini (Thlaspietea rotundifolii),16.33,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5310019,"Monte Catria, Monte Acuto",6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,106.56,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",85.94,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",91L0,,Querceti di rovere illirici (Erythronio-Carpinion),9.45,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",8210,,Pareti rocciose calcaree con vegetazione casmofitica,14.61,A - excellent,C (2% >= p > 0%),A - Excellent,A - Excellent
IT5310019,"Monte Catria, Monte Acuto",3240,,Fiumi alpini con vegetazione riparia legnosa a Salix eleagnos,6.87,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",9210,,Faggeti degli Appennini con Taxus e Ilex,1435.96,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",5130,,Formazioni a Juniperus communis su lande o prati calcicoli,96.25,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",8230,,Rocce silicee con vegetazione pioniera del Sedo-Scleranthion o del Sedo albi-Veronicion dillenii,85.94,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310019,"Monte Catria, Monte Acuto",91AA,,Boschi orientali di quercia bianca,629.91,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310022,Fiume Metauro da Piano di Zucca alla foce,3260,,Fiumi delle pianure e montani con vegetazione del Ranunculion fluitantis e Callitricho- Batrachion.,11.98,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310022,Fiume Metauro da Piano di Zucca alla foce,6420,,Praterie umide mediterranee con piante erbacee alte del Molinio-Holoschoenion,15.43,A - excellent,C (2% >= p > 0%),A - Excellent,B - Good
IT5310022,Fiume Metauro da Piano di Zucca alla foce,91AA,,Boschi orientali di quercia bianca,8.64,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5310022,Fiume Metauro da Piano di Zucca alla foce,91E0,,,1.23,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5310022,Fiume Metauro da Piano di Zucca alla foce,6430,,"Bordure planiziali, montane e alpine di megaforbie idrofile",7.17,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310022,Fiume Metauro da Piano di Zucca alla foce,3130,,"Acque stagnanti, da oligotrofe a mesotrofe, con vegetazione dei Littorelletea uniflorae e/o degli Isoëto-Nanojuncetea",7.71,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT5310022,Fiume Metauro da Piano di Zucca alla foce,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,6.48,B - good,C (2% >= p > 0%),B - Good,B - Good
IT5310022,Fiume Metauro da Piano di Zucca alla foce,92A0,,Foreste a galleria di Salix alba e Populus alba,135.97,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT5310022,Fiume Metauro da Piano di Zucca alla foce,1210,,Vegetazione annua delle linee di deposito marine,1.0,B - good,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT5310022,Fiume Metauro da Piano di Zucca alla foce,3150,,Laghi eutrofici naturali con vegetazione del Magnopotamion o Hydrocharition,14.73,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT7130031,Fonte di Papa,6210,,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),527.15,A - excellent,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT7130105,Rupe di Turrivalignani e Fiume Pescara,91AA,,Boschi orientali di quercia bianca,3.7,B - good,C (2% >= p > 0%),B - Good,B - Good
IT7130105,Rupe di Turrivalignani e Fiume Pescara,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,18.5,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT7130105,Rupe di Turrivalignani e Fiume Pescara,3260,,Fiumi delle pianure e montani con vegetazione del Ranunculion fluitantis e Callitricho- Batrachion.,1.85,D - non significant,,,
IT7130105,Rupe di Turrivalignani e Fiume Pescara,8210,,Pareti rocciose calcaree con vegetazione casmofitica,18.5,B - good,C (2% >= p > 0%),B - Good,B - Good
IT7130105,Rupe di Turrivalignani e Fiume Pescara,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,9.25,C - significant,C (2% >= p > 0%),C - Average or reduced,C - Significant
IT7130105,Rupe di Turrivalignani e Fiume Pescara,6210,,Formazioni erbose secche seminaturali e facies coperte da cespugli su substrato calcareo (Festuco-Brometalia) (*stupenda fioritura di orchidee),18.5,B - good,C (2% >= p > 0%),C - Average or reduced,B - Good
IT7130105,Rupe di Turrivalignani e Fiume Pescara,92A0,,Foreste a galleria di Salix alba e Populus alba,18.5,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT7130105,Rupe di Turrivalignani e Fiume Pescara,6220,,Percorsi substeppici di graminacee e piante annue dei Thero-Brachypodietea,18.5,C - significant,C (2% >= p > 0%),C - Average or reduced,B - Good
IT7130214,Lago di Penne,3290,,Fiumi mediterranei a flusso intermittente con il Paspalo-Agrostidion,10.9,A - excellent,B (15% >= p > 2%),A - Excellent,A - Excellent
IT7130214,Lago di Penne,3240,,Fiumi alpini con vegetazione riparia legnosa a Salix eleagnos,5.45,A - excellent,B (15% >= p > 2%),B - Good,B - Good
IT7130214,Lago di Penne,3270,,Fiumi con argini melmosi con vegetazione del Chenopodion rubri p.p e Bidention p.p.,5.45,B - good,C (2% >= p > 0%),A - Excellent,B - Good
IT7130214,Lago di Penne,5130,,Formazioni a Juniperus communis su lande o prati calcicoli,5.45,A - excellent,B (15% >= p > 2%),B - Good,B - Good
IT7130214,Lago di Penne,92A0,,Foreste a galleria di Salix alba e Populus alba,10.9,C - significant,C (2% >= p > 0%),B - Good,B - Good
IT7130214,Lago di Penne,3280,,Fiumi mediterranei a flusso permanente con vegetazione dell’alleanza Paspalo-Agrostidion e con filari ripari di Salix e Populus alba.,16.35,A - excellent,B (15% >= p > 2%),A - Excellent,B - Good
